Timestamp,Event_Type,Score,Pitch,Yaw,Roll,EAR,Severity
2026-03-11 01:57:43,DROWSY,91.00,-176.33,-9.51,-0.95,0.1287,LOW
2026-03-11 01:57:44,DROWSY,36.00,-177.38,-15.88,5.66,0.1126,HIGH
2026-03-11 01:57:46,DROWSY,0.00,-173.48,-13.67,7.58,0.1513,CRITICAL
2026-03-11 01:57:47,DROWSY,0.00,-172.59,-17.20,7.12,0.1840,CRITICAL
2026-03-11 01:57:49,DROWSY,0.00,-172.32,-9.10,6.63,0.1815,CRITICAL
2026-03-11 01:57:50,DROWSY,0.00,-169.34,-5.99,5.83,0.1510,CRITICAL
2026-03-11 01:57:51,DROWSY,0.00,-168.68,-8.75,2.87,0.1300,CRITICAL
2026-03-11 01:57:53,DROWSY,0.00,-168.76,-5.06,3.86,0.1662,CRITICAL
2026-03-11 01:57:55,DROWSY,0.00,-167.93,-6.99,4.05,0.1839,CRITICAL
2026-03-11 01:57:56,DROWSY,0.00,-168.48,-13.94,5.86,0.2015,CRITICAL
2026-03-11 01:57:56,NORMAL,0.50,-164.37,-7.18,4.11,0.2108,CRITICAL
2026-03-11 01:57:58,NORMAL,13.50,-161.99,-6.53,2.38,0.2187,CRITICAL
2026-03-11 01:57:59,DROWSY,17.50,-168.59,-6.80,-3.09,0.1915,CRITICAL
2026-03-11 01:57:59,NORMAL,0.50,-170.29,-13.91,-1.73,0.2119,CRITICAL
2026-03-11 01:57:59,NORMAL,1.50,-168.41,-13.05,-1.26,0.2107,CRITICAL
2026-03-11 01:58:00,DROWSY,5.00,-164.54,-4.60,1.67,0.1941,CRITICAL
2026-03-11 01:58:01,NORMAL,0.50,-165.57,-16.65,-12.40,0.2123,CRITICAL
2026-03-11 01:58:01,NORMAL,1.00,-167.74,-17.42,-12.29,0.2169,CRITICAL
2026-03-11 01:58:02,NORMAL,16.00,N/A,N/A,N/A,0.0000,CRITICAL
2026-03-11 01:58:04,DROWSY,25.50,-157.43,-23.85,161.08,0.1534,CRITICAL
2026-03-11 01:58:04,NORMAL,1.00,N/A,N/A,N/A,0.0000,CRITICAL
2026-03-11 01:58:04,DROWSY,0.00,-167.77,-22.57,-12.37,0.1795,CRITICAL
2026-03-11 01:58:04,NORMAL,0.50,-152.07,-19.55,160.51,0.2125,CRITICAL
2026-03-11 01:58:05,NORMAL,9.50,-168.04,-24.00,-12.96,0.2540,CRITICAL
2026-03-11 01:58:06,NORMAL,24.50,-174.07,-36.16,-3.52,0.2789,CRITICAL
2026-03-11 01:58:08,NORMAL,39.50,N/A,N/A,N/A,0.0000,HIGH
2026-03-11 01:58:09,DROWSY,47.50,-170.31,15.76,-10.75,0.1124,HIGH
2026-03-11 01:58:09,DROWSY,32.50,-168.79,16.26,-10.36,0.1150,HIGH
2026-03-11 01:58:11,DROWSY,0.00,-164.83,4.62,-7.79,0.1963,CRITICAL
2026-03-11 01:58:11,NORMAL,0.50,-162.99,5.53,-8.24,0.2143,CRITICAL
2026-03-11 01:58:12,DROWSY,6.00,-163.68,-9.32,-8.60,0.1687,CRITICAL
2026-03-11 01:58:12,DROWSY,0.00,-166.44,-7.27,-8.98,0.1662,CRITICAL
2026-03-11 01:58:14,DROWSY,0.00,-159.70,-4.50,-8.31,0.1791,CRITICAL
2026-03-11 01:58:14,NORMAL,0.50,-163.46,-7.94,-7.20,0.2101,CRITICAL
2026-03-11 01:58:15,NORMAL,11.00,-159.06,0.48,-8.66,0.2362,CRITICAL
2026-03-11 01:58:17,NORMAL,26.00,-163.47,7.27,-6.31,0.2340,CRITICAL
2026-03-11 01:58:18,NORMAL,41.00,-163.34,5.67,-4.47,0.1886,HIGH
2026-03-11 01:58:18,DROWSY,38.50,-162.65,10.68,-5.25,0.1950,HIGH
2026-03-11 01:58:19,DROWSY,0.00,-160.36,-5.28,-5.88,0.1803,CRITICAL
2026-03-11 01:58:20,NORMAL,0.50,-163.20,-5.39,-5.92,0.2127,CRITICAL
2026-03-11 01:58:21,NORMAL,8.50,-164.69,-8.62,-6.83,0.1920,CRITICAL
2026-03-11 01:58:21,DROWSY,8.00,-168.97,-7.08,-5.60,0.1746,CRITICAL
2026-03-11 01:58:22,DROWSY,0.00,-168.03,-8.43,-6.56,0.1632,CRITICAL
2026-03-11 01:58:24,DROWSY,0.00,-167.30,-7.37,-6.57,0.1826,CRITICAL
2026-03-11 01:58:25,DROWSY,0.00,-168.94,7.72,-8.22,0.1891,CRITICAL
2026-03-11 01:58:26,NORMAL,0.50,177.52,-4.27,-9.59,0.2189,CRITICAL
2026-03-11 01:58:27,NORMAL,5.00,163.69,-0.08,-17.03,0.2407,CRITICAL
2026-03-11 01:58:28,NORMAL,20.00,-177.47,-11.48,-3.77,0.2265,CRITICAL
2026-03-11 01:58:30,NORMAL,35.00,-177.78,-10.05,-5.02,0.2439,HIGH
2026-03-11 01:58:30,DROWSY,39.50,-174.17,-10.55,-7.45,0.1965,HIGH
2026-03-11 01:58:31,NORMAL,25.00,-171.08,-5.07,-6.68,0.2116,CRITICAL
2026-03-11 01:58:31,NORMAL,28.00,-172.17,-7.25,-6.83,0.2489,CRITICAL
2026-03-11 01:58:32,NORMAL,43.00,-178.24,-16.73,-2.16,0.2469,HIGH
2026-03-11 01:58:34,NORMAL,58.00,179.85,-8.26,-3.50,0.1433,MEDIUM
2026-03-11 01:58:34,DROWSY,56.00,-178.59,-10.79,-3.18,0.1373,MEDIUM
2026-03-11 01:58:34,NORMAL,16.50,179.62,-17.31,-2.76,0.2124,CRITICAL
2026-03-11 01:58:35,NORMAL,23.50,177.80,-15.81,-1.27,0.2528,CRITICAL
2026-03-11 01:58:36,DROWSY,30.00,179.69,-13.92,-1.11,0.1416,CRITICAL
2026-03-11 01:58:37,DROWSY,0.00,178.59,-13.74,-1.31,0.1881,CRITICAL
2026-03-11 01:58:37,NORMAL,0.50,177.96,-12.85,-1.04,0.2168,CRITICAL
2026-03-11 01:58:38,DISTRACTED,10.50,137.82,70.10,-65.41,0.3191,CRITICAL
2026-03-11 01:58:38,NORMAL,11.00,173.95,-53.03,-3.77,0.3427,CRITICAL
2026-03-11 01:58:39,DISTRACTED,10.00,134.73,71.48,-47.45,0.4505,CRITICAL
2026-03-11 01:58:39,NORMAL,0.50,163.66,0.65,2.39,0.5556,CRITICAL
2026-03-11 01:58:40,NORMAL,10.00,-178.55,23.37,-3.27,0.2965,CRITICAL
2026-03-11 01:58:42,NORMAL,25.00,177.12,7.73,-6.53,0.2767,CRITICAL
2026-03-11 01:58:42,DROWSY,29.00,176.25,-24.61,-7.32,0.1728,CRITICAL
2026-03-11 01:58:43,NORMAL,4.50,172.37,-26.30,-6.92,0.2130,CRITICAL
2026-03-11 01:58:43,NORMAL,7.00,171.33,-17.07,-5.97,0.2169,CRITICAL
2026-03-11 01:58:44,YAWNING,10.50,-172.42,21.64,178.74,0.1638,CRITICAL
2026-03-11 01:58:44,DROWSY,0.00,-176.31,-44.39,175.54,0.1689,CRITICAL
2026-03-11 01:58:44,DROWSY,0.00,172.79,-14.19,4.25,0.1426,CRITICAL
2026-03-11 01:58:45,NORMAL,0.50,176.56,-9.63,-4.38,0.2126,CRITICAL
2026-03-11 01:58:46,NORMAL,7.50,178.53,-6.29,-6.08,0.2739,CRITICAL
2026-03-11 01:58:47,NORMAL,22.50,177.02,-14.31,-7.11,0.2724,CRITICAL
2026-03-11 01:58:48,DISTRACTED,21.00,138.78,69.90,-44.43,0.2900,CRITICAL
2026-03-11 01:58:48,NORMAL,21.50,176.03,-9.91,-5.84,0.2916,CRITICAL
2026-03-11 01:58:49,NORMAL,34.00,176.87,22.69,-11.13,0.3161,HIGH
2026-03-11 02:02:33,DROWSY,95.00,173.61,10.97,-4.78,0.1822,LOW
2026-03-11 02:02:33,DROWSY,20.00,171.54,5.36,-3.42,0.1969,CRITICAL
2026-03-11 02:02:34,NORMAL,0.50,174.40,-2.63,-3.59,0.2103,CRITICAL
2026-03-11 02:02:35,DROWSY,5.50,170.09,-5.00,-5.50,0.1395,CRITICAL
2026-03-11 02:02:36,NORMAL,0.50,171.67,-0.36,-6.62,0.2151,CRITICAL
2026-03-11 02:02:36,NORMAL,8.50,-177.88,-9.31,-9.40,0.2439,CRITICAL
2026-03-11 02:02:38,NORMAL,23.50,176.60,-38.80,-0.50,0.3735,CRITICAL
2026-03-11 02:02:39,NORMAL,38.50,176.27,6.70,-4.75,0.2801,HIGH
2026-03-11 02:02:41,NORMAL,53.50,-178.45,6.53,-4.36,0.2008,MEDIUM
2026-03-11 02:02:42,DROWSY,55.00,-163.36,2.84,-0.78,0.1811,MEDIUM
2026-03-11 02:02:42,NORMAL,40.50,-164.19,1.77,-1.47,0.2194,HIGH
2026-03-11 02:02:43,NORMAL,46.50,-174.05,2.92,-4.89,0.2635,HIGH
2026-03-11 02:02:44,NORMAL,61.50,169.54,-6.30,-8.12,0.2546,MEDIUM
2026-03-11 02:02:46,NORMAL,76.50,N/A,N/A,N/A,0.0000,LOW
2026-03-11 02:02:47,NORMAL,91.50,N/A,N/A,N/A,0.0000,LOW
2026-03-11 02:02:48,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 02:02:48,DROWSY,95.00,163.68,-0.01,18.27,0.1832,LOW
2026-03-11 02:02:49,DROWSY,0.00,168.22,-10.49,-0.00,0.2035,CRITICAL
2026-03-11 02:02:50,NORMAL,0.50,170.44,-7.88,-0.64,0.2162,CRITICAL
2026-03-11 02:02:51,NORMAL,12.00,171.11,12.10,-8.15,0.2462,CRITICAL
2026-03-11 02:13:56,NORMAL,100.00,-177.66,-9.55,-7.78,0.2748,LOW
2026-03-11 02:13:57,NORMAL,100.00,-175.02,-6.61,0.47,0.2612,LOW
2026-03-11 02:13:59,NORMAL,100.00,-179.18,-2.01,-2.37,0.0899,LOW
2026-03-11 02:13:59,DROWSY,95.00,-178.75,-0.53,-3.21,0.0800,LOW
2026-03-11 02:14:00,DROWSY,0.00,178.96,-21.77,-3.94,0.1944,CRITICAL
2026-03-11 02:14:01,NORMAL,0.50,-179.12,-17.91,-4.14,0.2184,CRITICAL
2026-03-11 02:14:02,NORMAL,10.00,-177.31,-6.82,-3.68,0.2433,CRITICAL
2026-03-11 02:14:03,DISTRACTED,14.00,141.07,69.90,-91.45,0.2268,CRITICAL
2026-03-11 02:14:03,NORMAL,11.50,178.10,-44.09,-4.86,0.2319,CRITICAL
2026-03-11 02:14:03,DISTRACTED,10.00,-102.44,66.30,89.10,0.2826,CRITICAL
2026-03-11 02:14:03,NORMAL,10.50,-177.94,-48.70,-6.00,0.2943,CRITICAL
2026-03-11 02:14:03,DISTRACTED,10.00,-115.35,65.49,-12.92,0.3504,CRITICAL
2026-03-11 02:14:03,NORMAL,10.50,-176.29,-47.27,-7.32,0.3547,CRITICAL
2026-03-11 02:14:03,NORMAL,11.00,-176.29,-47.27,-7.32,0.3627,CRITICAL
2026-03-11 02:14:03,DISTRACTED,9.50,-113.49,65.66,19.95,0.3850,CRITICAL
2026-03-11 02:14:04,NORMAL,1.00,-176.63,-28.05,-1.44,0.3387,CRITICAL
2026-03-11 02:14:05,NORMAL,12.00,-174.44,36.56,3.76,0.2584,CRITICAL
2026-03-11 02:14:05,DISTRACTED,9.50,-174.88,60.10,-174.36,0.2601,CRITICAL
2026-03-11 02:14:05,NORMAL,4.00,N/A,N/A,N/A,0.0000,CRITICAL
2026-03-11 02:14:05,DISTRACTED,4.00,140.33,-71.61,45.35,0.2952,CRITICAL
2026-03-11 02:14:06,NORMAL,0.50,N/A,N/A,N/A,0.0000,CRITICAL
2026-03-11 02:14:06,NORMAL,8.00,-175.13,15.64,-2.32,0.2779,CRITICAL
2026-03-11 02:14:08,NORMAL,23.00,140.99,2.26,-2.19,0.1406,CRITICAL
2026-03-11 02:14:08,DROWSY,18.00,141.87,3.93,-2.24,0.1410,CRITICAL
2026-03-11 02:14:09,DROWSY,0.00,-179.24,-9.01,-4.70,0.2015,CRITICAL
2026-03-11 02:14:09,NORMAL,0.50,-177.08,-8.48,-3.79,0.2102,CRITICAL
2026-03-11 02:14:10,NORMAL,14.50,-154.73,2.01,-4.53,0.1845,CRITICAL
2026-03-11 02:14:12,NORMAL,29.50,-169.46,5.88,-3.32,0.3176,CRITICAL
2026-03-11 02:14:14,NORMAL,44.50,-168.97,-0.06,-5.12,0.1844,HIGH
2026-03-11 02:14:14,DROWSY,39.50,-168.97,-0.06,-5.12,0.1934,HIGH
2026-03-11 02:14:14,NORMAL,30.00,-177.72,-7.16,-5.25,0.2162,CRITICAL
2026-03-11 02:14:15,YAWNING,38.50,164.93,-6.32,-0.29,0.2017,HIGH
2026-03-11 02:14:15,YAWNING,30.50,165.81,-5.98,-0.24,0.1896,HIGH
2026-03-11 02:14:15,DROWSY,15.50,165.47,-7.69,1.00,0.1786,CRITICAL
2026-03-11 02:14:16,DROWSY,0.00,-174.18,-8.28,5.39,0.1840,CRITICAL
2026-03-11 02:14:17,NORMAL,0.50,-177.33,-10.49,6.58,0.2100,CRITICAL
2026-03-11 02:14:17,NORMAL,12.50,-177.80,9.35,-3.86,0.2662,CRITICAL
